Video ID,Judul,Tanggal Upload,Channel,Country Channel,Subscribers,Total Video Channel,Tags,Kategori,Views,Likes,Comments,Durasi,Definition,Dimension,Projection,Caption,Topic Categories,Lokasi Rekaman,Lokasi Keterangan,Description,Thumbnail URL,Komentar Lengkap
Efb8xuYH5Nc,ERUPSI GUNUNG SEMERU LAMONGAN#semeru #meletus@baimbinlasto,2025-11-19T22:13:26Z,Baim Bin Lasto,ID,6000,732,"gunung semeru, semeru erupsi, jembatan merah semeru, lahar dingin, siaga semeru, lamongan siaga satu",Travel & Events,1237,21,0,PT1M,hd,2d,rectangular,FALSE,,,,"Gunung Semeru Erupsi@baimbinlasto 
#news 
#semeru 
#erupsimarapi",https://i.ytimg.com/vi/Efb8xuYH5Nc/default.jpg,
IE0T6B6ugiY,Gunung Semeru Erupsi 2025,2025-11-19T22:04:00Z,DRAMBOLL FC,ID,29400,1991,"semeru erupsi, gunung semeru, erupsi semeru, semeru erupsi 2025",Entertainment,1864,70,7,PT51S,hd,2d,rectangular,FALSE,,,,#semeruerupsi #gunungsemeru #erupsisemeru #semeruerupsi2025,https://i.ytimg.com/vi/IE0T6B6ugiY/default.jpg,"kampung mana itu bang awas hati²😢😢😢😢😢😢😢😢😢 || 😢😢😢😢😢 || wah harus hati hati aku karna itu dekat rumahku || Hati hati ya 😢😢😢 || Hati-hati ya kalo kena asap nya semooga dirumah kalian tidak ada😢😢😢😢 || Semoga keadaannya cepat membaik amin🙏
BTW du awannya sudah sampai di tempatku😢"
zWPVqKpPxCs,gunung Semeru erupsi 19 November 2025,2025-11-19T21:22:37Z,RPHD CHANEL,ID,792,362,,People & Blogs,558,13,0,PT1M29S,hd,2d,rectangular,FALSE,,"{""longitude"":112.9224075,""altitude"":0,""latitude"":-8.1077172}",Gunung Semeru,"gunung Semeru erupsi 19 November 2025
#gunungsemeru #erupsigunungsemeru #erupsisemeru #semeruerupsi",https://i.ytimg.com/vi/zWPVqKpPxCs/default.jpg,
Riti0iSSeJg,GUNUNG SEMERU MELETUS,2025-11-19T17:37:59Z,Asmara Chanel,ID,139,93,,Entertainment,576,5,0,PT2M2S,hd,2d,rectangular,FALSE,,,,,https://i.ytimg.com/vi/Riti0iSSeJg/default.jpg,
gLSR5z7bhTs,"Gunung Semeru Meletus! Awan Panas Meluncur Hingga 8 KM, 300 Lebih Warga Di Evakuasi.",2025-11-19T17:04:41Z,Hi-Ens,ID,15600,61,"Gunung semeru meletus, Gunung semeru, Update gunung semeru, Gunung semeru 2025, Gunung meletus 2025",People & Blogs,1179,25,2,PT1M34S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,"Gunung Semeru Meletus! Awan Panas Meluncur Hingga 8 KM, 300 Lebih Warga Di Evakuasi.

#gunungsemeru #gunungsemerumeletus #gunungmeletushariini #gunungmeletus #semeru #lumajang #jawatimur #indonesiahariini #breakingnews #beritaterkini #hiens #shortsfeed #hiugens #fypシ #shorts",https://i.ytimg.com/vi/gLSR5z7bhTs/default.jpg,Semoga semua baik2 aja.. || Subhannallah subhannallah subhannallah
ptljjNCiPKQ,"Gunung Semeru Erupsi Dahsyat Sore Ini,",2025-11-19T17:02:53Z,MAZ Indonesia ,ID,466,64,,People & Blogs,2037,4,0,PT6S,hd,2d,rectangular,FALSE,,,,"#GunungSemeru #SemeruErupsi #AwanPanas
#BreakingNews #SiagaBencana #Indonesia #beritaterkini #beritaviral #viralvideo #viralshort",https://i.ytimg.com/vi/ptljjNCiPKQ/default.jpg,
8c5IJa6cxBU,Gunung Semeru Meletus! Inilah Rekaman Detik-Detik Erupsi Semeru 2025,2025-11-19T16:52:24Z,Jejak tragedi,,132,26,,News & Politics,1631,32,0,PT1M17S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,"Inilah rekaman detik-detik erupsi gunung semeru 2025.

#jejaktragedi #kisahnyata #gunungsemeru #semeru #tragediindonesia #erupsisemeru #shortsvideo #shorts",https://i.ytimg.com/vi/8c5IJa6cxBU/default.jpg,
KVYtTU0sFaI,"Gunung Semeru Erupsi Status Siaga III, Awan Panas Capai 14 Kilometer Tutup Jembatan Gladak Perak",2025-11-19T16:41:52Z,Pantura TV Official,,1640,363,,People & Blogs,586,7,0,PT45S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,"Gunung Semeru Erupsi Status Siaga III, Awan Panas Capai 14 Kilometer Hingga Tutup Jembatan Gladak Perak

Aktivitas vulkanik Gunung Semeru menunjukkan peningkatan yang jelas, lada Rabu, 19 November 2025. Video warga beredar disosial media menunjukan gunung semeru alami erupsi. Awan panas melaju dengan cepat dari puncak Semeru sejauh 8,5 kilometer menuju utara, kemudian menjangkau hingga 14 kilometer dari kawah gunung.

Akibatnya, Jembatan Gladak Perak di Desa Sumberwuluh, Kecamatan Candipuro, Lumajang, tertutup oleh material debu dan asap tebal.

Badan Penanggulangan Bencana Daerah (BPBD) Jawa Timur mengonfirmasi bahwa Jembatan Gladak Perak, yang merupakan jalur penting menghubungkan wilayah di lereng Semeru, telah ditutup. Penutupan ini merupakan langkah antisipasi demi keselamatan masyarakat dan pengunjung, setelah status gunung meningkat dari Level II (Waspada) menjadi Level III (Siaga).

Dalam pernyataan tertulis yang diterima oleh tim redaksi, BPBD menyampaikan bahwa semua akses publik di sekitar jembatan dihentikan sementara.

Patroli dilakukan secara intensif untuk memastikan keamanan aliran sungai dan lereng, serta memberikan informasi terbaru kepada warga. Penutupan akses dan langkah-langkah evakuasi dilaksanakan untuk menghindari kemungkinan adanya korban jiwa, mengingat sejarah erupsi Semeru sebelumnya menunjukkan bahwa letusan dan awan panas bisa terjadi tiba-tiba.

Situasi terus diperbarui, dan petugas meminta masyarakat untuk menjauhi area berbahaya serta selalu memperhatikan informasi resmi dari pihak pemerintah dan pengamat gunung api.

#news #gunungsemeru #erupsi #siaga #lumajang #update #beritaterkini #panturatvofficial",https://i.ytimg.com/vi/KVYtTU0sFaI/default.jpg,
bCDTIcZ3yGI,Gunung Semeru Meletus😱 #shorts #gunungsemeru #gunungmeletus,2025-11-19T16:35:47Z,Zikri Bungo,ID,55500,122,,People & Blogs,1246,32,1,PT1M17S,hd,2d,rectangular,FALSE,,,,,https://i.ytimg.com/vi/bCDTIcZ3yGI/default.jpg,Bagus untuk konten 😊😊
BYuevPiTx84,Gunung Semeru Erupsi - 19/11/25 #shorts #trending #viral,2025-11-19T15:44:38Z, Q TV Channel,ID,419,89,,Entertainment,1122,7,0,PT16S,hd,2d,rectangular,FALSE,,,,"@TVChannel135

Semeru kini
Semeru meletus
Erupsi semeru
#youtubeshorts",https://i.ytimg.com/vi/BYuevPiTx84/default.jpg,
BpwLu-XdRCg,"🔴Ini Detik-detik Gunung Semeru Meletus Awan Panas Erupsi Semeru Sejauh 5 Km, Warga Ngungsi Ketakutan",2025-11-19T15:39:01Z,Tribun Sumsel,ID,3850000,92043,,News & Politics,10547,29,1,PT5H16M39S,hd,2d,rectangular,FALSE,,,,"Ini Detik-detik Gunung Semeru Meletus Awan Panas Erupsi Semeru Sejauh 5 Km, Warga Ngungsi Ketakutan

#gunungsemeru #semeruerupsi #erupsi",https://i.ytimg.com/vi/BpwLu-XdRCg/default.jpg,Semoga Allah berikan yang terbaik buat warga yang terdampak Banjir Lahar dingin dan di berikan ketabahan
9OvEgT8SiwA,"Gunung Semeru Meletus Hari Ini, Warga Sekitar Dievakuasi ‼️",2025-11-19T15:12:31Z,cak basman official,ID,120000,1645,,News & Politics,4213,89,14,PT8M50S,hd,2d,rectangular,FALSE,,"{""longitude"":112.9224075,""latitude"":-8.1077172,""altitude"":0}",Gunung Semeru,"Erupsi Gunung Semeru berupa Awan Panas Guguran terjadi hari ini Rabu 19 November 2025 dengan jarak luncur sejauh lebih dari 13 KM.
warga lumajang sekitar daerah terdampak dievakuasi di beberapa titik aman.",https://i.ytimg.com/vi/9OvEgT8SiwA/default.jpg,"Warning from ALLAH To avoid strong earthquakes more mag 7 earthquake tsunami volcano non-Muslims to convert to Islam and Muslims to apply the Quran 100% immediately in Indonesia. || Makanya gunung welirang pun asapnya tebal dua hari ini gak taunya semeru erupsi || Does everything burned when the ash hits it? Meaning the green vegetation? || Praying all stays safe || Why is it erupting down below where we see the big plumes of the ash going up? It doesn't erupt from the volcano? It just seems to be coming up from the ground || Guguran abu panas vulkanik itu mengandung butiran halus silikon kaca yg berbahaya bagi paru2 .. semoga meliputnya cukup dg zoom saja karena sangat beresiko nyawa ... 😊 || Terimakasih cak basman  Tim  sbg pahlawan media || Dear Lord! || Mugo2 paringi slamet kabeh... Al Fatihah.. 🤲 || Kapan live Semeru lagi || Ya Allah mohon perlindungamu kepada warga Lumajang yang ada di sekitar gunung Semeru.... Amin YRA🤲 || Terimakasih atas informasinya Cak Basman.... Tetap waspada dan semangat ya.... 🙏 || Nggak live ta cak?? || NYUWUN SEWU, HAMPURA, Izin. 🇲🇨🚨Nyimak 🚨🇲🇨
🙏✌️Cak BASMAN🤝🫡🙏💪👍
dari MUNDU-Kab.CIREBON✌️👏👏"
onq9rNsYIYc,BREAKING ! Gunung Semeru Meletus Dahsyat Hari ini 19 November 2025,2025-11-19T15:09:45Z,Info Mount,ID,5230,3302,"berita hari ini, gunung semeru erupsi hari ini, gunung semeru erupsi, erupsi gunung semeru, semeru erupsi hari ini, gunung semeru, berita terbaru hari ini, semeru hari ini, erupsi gunung semeru hari ini, erupsi semeru, gunung semeru meletus, semeru erupsi, gunung semeru meletus hari ini, semeru meletus hari ini, kawah gunung semeru, puncak gunung semeru, video semeru erupsi hari ini, erupsi semeru hari ini, asaku, kabar gunung semeru hari ini, top trending, semeru 2025",People & Blogs,134,12,1,PT6M47S,hd,2d,rectangular,FALSE,,,,"Assalamualaikum, selamat malam pemirsa. Saya melaporkan langsung perkembangan terbaru dari aktivitas vulkanik Gunung Semeru, Rabu 19 November 2025.

Hari ini Gunung Semeru kembali menunjukkan aktivitas erupsi yang cukup signifikan. Erupsi terjadi dengan kolom abu tebal membumbung tinggi hingga diperkirakan mencapai 2.000 meter di atas puncak, membawa material abu vulkanik ke berbagai wilayah di lereng gunung. Awan panas guguran juga tercatat meluncur ke arah Besuk Kobokan, sementara getaran vulkanik menunjukkan peningkatan yang cukup jelas.

Badan Geologi telah menaikkan status Gunung Semeru menjadi Level IV atau Awas, yang artinya masyarakat harus berada dalam kondisi siaga penuh. Dengan peningkatan status ini, zona berbahaya semakin diperluas, mencakup radius 8 kilometer dari kawah, serta alur sungai yang berpotensi dilalui material panas dan lahar sejauh 13 kilometer, terutama di sektor tenggara.

Warga di sekitar Kecamatan Pronojiwo dan Candipuro menjadi kelompok yang paling perlu waspada, mengingat daerah ini sering menjadi jalur aliran material vulkanik. Di beberapa titik, abu vulkanik telah mulai menutup permukaan jalan, dan sejumlah warga dilaporkan mulai mengungsi ke pos yang telah disiapkan oleh BPBD dan aparat setempat.

Para pendaki dan wisatawan juga dilarang keras mendekati kawasan puncak Semeru. Selain risiko awan panas, potensi letusan susulan masih sangat terbuka, terutama bila aktivitas kegempaan dan tekanan magmatik terus meningkat dalam beberapa jam ke depan.

Sementara itu, pihak otoritas bandara regional telah mengeluarkan peringatan potensi gangguan penerbangan akibat sebaran abu vulkanik. Maskapai diminta mewaspadai pergerakan abu yang dapat mengarah ke jalur penerbangan tertentu.

Untuk warga yang berada di wilayah dataran rendah, penting untuk memperhatikan cuaca. Jika hujan turun, potensi lahar dingin meningkat secara signifikan. Oleh karena itu, hindari aktivitas di sepanjang sungai dan lembah yang berhulu di Gunung Semeru.

Kami akan terus memantau update dari PVMBG, Badan Geologi, dan BPBD setempat untuk memastikan informasi sampai ke masyarakat dengan cepat dan akurat. Untuk saat ini, tetap tenang, tetap waspada, dan patuhi seluruh arahan dari petugas di lapangan.

Dari Gunung Semeru, saya melaporkan. Tetap ikuti perkembangan terbaru hanya di channel ini. Terima kasih, tetap waspada, dan semoga kita semua dalam lindungan Allah.

#gunungsemeru #semeruawasi #erupsi #erupsigunungsemeru 
#semeru19november2025 #bpbd #pvmbg #gunungapi 
#lumajang #jawatimur #awaslevel4 #updatevolcano 
#beritaterkini #infogunungapi #awaslahar #waspada

berita hari ini,gunung semeru erupsi hari ini,gunung semeru erupsi,erupsi gunung semeru,semeru erupsi hari ini,gunung semeru hari ini,gunung semeru,berita terbaru hari ini,semeru hari ini,erupsi gunung semeru hari ini,erupsi semeru,gunung semeru meletus,semeru erupsi,gunung semeru meletus hari ini,video gunung semeru erupsi hari ini,semeru meletus hari ini,kawah gunung semeru,puncak gunung semeru,video semeru erupsi hari ini,erupsi semeru hari ini,asaku

Terima kasih sudah mensupport channel kami, semoga tayangan yang kami sajikan bisa bermanfaat untuk pemirsa dimanapun berada. Jangan lupa like, Subscribe, Comment and Share.",https://i.ytimg.com/vi/onq9rNsYIYc/default.jpg,ngeri sekali kalau melihat yg seperti ini
w9yP_uKPHxg,GUNUNG SEMERU ERUPSI | PRAY FOR SEMERU,2025-11-19T15:04:09Z,Little Tales ID,,28,6,,People & Blogs,674,14,0,PT21S,hd,2d,rectangular,FALSE,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film",,,"#CeritaAnak #DongengNusantara #SiKancil #CeritaSebelumTidur
#KisahHewan #PelajaranMoral #KisahAnakIndonesia #Cerita3D
#BelajarNilaiBaik #FabelIndonesia #StoryForKids #KidsAnimation #KidsStory #AnimalFable #MoralStory #SmartMouseDeer
#KidsAnimation #BedtimeStory #3DAnimation #ChildrenTales
#StoryForKids #LearningValues #HonestyIsBest #KidsAdventure
#FairyTaleAnimals #CharacterBuilding #PositiveValues
#KidsShorts #KidsReels #AnimatedStory",https://i.ytimg.com/vi/w9yP_uKPHxg/default.jpg,
4agHgJOeJKc,"Gunung Semeru Erupsi, Status Awas Ditetapkan, Awan Panas Meluncur dan Warga Diminta Waspada",2025-11-19T14:47:14Z,Tribunnews,ID,15300000,396017,"Gunung Semeru, Semeru erupsi, Semeru awas, awan panas Semeru, status gunung berapi, PVMBG, aktivitas vulkanik Semeru, letusan gunung api, bencana alam Indonesia, berita gunung Semeru, Semeru 2025, Semeru meletus, warga diminta waspada, peringatan bencana, erupsi gunung Semeru, kejadian terbaru Semeru",News & Politics,2907,12,2,PT7M39S,hd,2d,rectangular,FALSE,,,,"Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

TRIBUN-VIDEO.COM - Status Gunung Semeru di Lumajang, Jawa Timur, resmi dinaikkan menjadi Level IV atau AWAS pada Rabu (19/11/2025) sore.

Kenaikan status ini ditetapkan setelah aktivitas erupsi meningkat signifikan dengan kolom abu mencapai 2.000 meter di atas puncak, condong ke arah utara dan barat laut.

Erupsi terekam jelas di seismogram dengan amplitudo maksimum 40 mm dan durasi hampir 17 menit.

Awan panas guguran juga meluncur sejauh 13 kilometer, hingga mendekati Jembatan Gladak Perak yang berada di perbatasan Lumajang dan Malang.

Sepanjang tahun 2025, Semeru tercatat sudah meletus 2.802 kali.

(Tribun-Video.com)



Program: Tribunnews Update
Host: Isti Ira Kartika Sari
Editor Video: Ramadhan Aji Prakoso
Uploader: Ramadhan Aji Prakoso",https://i.ytimg.com/vi/4agHgJOeJKc/default.jpg,"Alam semeru sdh murka,kepada pemimpin yg berkhianat,pada rakyat dan agama || Ya...a Semoga Gunung Semeru  tidak menimbul kan Bencana yg membuat Rakyat di Sekitar nya menjadi Panik..."
ea6eITprtNM,VIDEO KEPANIKAN WARGA saat Erupsi Semeru Terjang Jembatan Gladak Perak!,2025-11-19T14:28:55Z,Harian Surya,ID,3490000,61021,"erupsi, semeru, semeru erupsi, erupsi semeru, awan panas, wedhus gembel, detik detik, gunung meletus, semeru meletus, lumajang, jembatan gladak perak",News & Politics,19967,0,0,PT9S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,"Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

#semeru #gunungsemeru #semeruerupsi #erupsi #erupsisemeru #jembatangladakmerah #viral #awanpanas #detikdetik #wedhusgembel #lumajang 

SURYA.CO.ID - Terekam detik-detik mengerikan saat Gunung Semeru erupsi dan memuntahkan awan panas di Jembatan Gladak Merah, Rabu (19/11).

Dalam video terlihat warga teriak histeris sembari menyelamatkan diri dari awan panas.

Hingga pukul 15.00 WIB, luncuran awan panas sudah mencapai jarak 5 kilometer dari puncak kawah Gunung Semeru.

(Tribun-Video.com / YGP)

Editor Video: Yogi Putra
Uploader: Fitriana SekarAyu

Jangan hanya di YouTube, ikuti juga saluran WhatsApp kami! Dapatkan update video terbaru, informasi eksklusif, dan konten menarik lainnya langsung di ponselmu. Klik link di deskripsi untuk bergabung dan jadi yang pertama tahu tentang video-video terbaru dari Harian Surya! Jangan sampai ketinggalan!
https://whatsapp.com/channel/0029VaUtIatInlqOSCvOJG0n

Website: 
https://surabaya.tribunnews.com/

Instagram: 
http://instagram.com/suryaonline/

Facebook: 
https://www.facebook.com/SURYAonline/

YOUTUBE
https://www.youtube.com/@TribunnewsSurya

#suryaonline #hariansurya #TribunnewsSURYA",https://i.ytimg.com/vi/ea6eITprtNM/default.jpg,
OzWm6T9LBS0,GUNUNG SEMERU ERUPSI LUNCURAN AWAN PANAS SUDAH MELEWATI JEMBATAN PENGHUBUNG LUMAJANG - MALANG,2025-11-19T14:26:55Z,ahmad_nasrullahsag anas,ID,13700,7449,"GUNUNG SEMERU ERUPSI LUNCURAN AWAN PANAS  SUDAH MELEWATI JEMBATAN PENGHUBUNG LUMAJANG - MALANG, ERUPSI, GUNUNG MELETUS, WEDUS GEMBEL",People & Blogs,1761,20,0,PT27S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,GUNUNG SEMERU ERUPSI LUNCURAN AWAN PANAS  SUDAH MELEWATI JEMBATAN PENGHUBUNG LUMAJANG - MALANG#shortvideos,https://i.ytimg.com/vi/OzWm6T9LBS0/default.jpg,
Hr3GZUSEsDE,"Gunung Semeru erupsi, luncurkan awan panas sejauh 14 kilometer: Statusnya naik jadi ""Awas""",2025-11-19T14:27:07Z,Antara _Jambi,,205,534,,People & Blogs,5,0,0,PT54S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,"Pemerintah Kabupaten Lumajang, Jawa Timur mengimbau warga untuk tetap tenang dan tidak panik saat status Gunung Semeru naik dari Siaga menjadi Awas pada Rabu petang.

Badan Geologi Kementerian Energi dan Sumber Daya Mineral (ESDM) meningkatkan status aktivitas Gunung Semeru di perbatasan Kabupaten Lumajang dan Malang, Jawa Timur menjadi Level IV (Awas), terhitung mulai Rabu pukul 17.00 WIB.

Saat berada di Level III (Siaga) pukul 16.00 WIB, awan panas guguran Semeru meluncur sejauh kurang lebih 14 kilometer hingga area bawah jembatan Gladak Perak.

Video: Tik Tok/triotewur
Editor: Aditiya

Selanjutnya baca di sini..!!! 
https://www.instagram.com/reel/DRPS-j2EtfG/?igsh=MXBjaXJmN3BueHoydA==

#antara.jambi
#lkbnantara 
#antaranews 
#gunungsemeru 
#semeru 
#erupsi 
#lumajang 
#jawatimur 
#semerumountain",https://i.ytimg.com/vi/Hr3GZUSEsDE/default.jpg,
5jifjdOj0xg,"Awas Gunung Semeru Erupsi! Awan Panas Lampaui 14 Km, Warga Mengungsi",2025-11-19T14:09:24Z,KOMPASTV JAWA TIMUR,ID,1050000,71880,"semeru erupsi 2025, awas semeru, gunung semeru meletus, lumajang, probolinggo, awan panas, lahar dingin, mengungsi, posko semeru, tim sar, bpbd, kompas, kompastv, berita, daerah, jawa timur, surabaya, malang, pasuruan, madiun, blitar, news, terkini, berita populer hari ini, berita trending hari ini, berita viral hari ini, berita terkini, update, viral, rame, heboh, geger, gaduh, geram, trending, berita kriminal, berita politik, berita jawa timur, berita jatim",News & Politics,3797,14,3,PT7M21S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,"LUMAJANG, KOMPAS.TV - Gunung Semeru di Lumajang, Jawa Timur, Rabu (19/11/2025) sore mengalami erupsi. Gunung Semeru mengeluarkan awan panas sejauh lima kilometer lebih dari puncak kawah. 

Sejumlah warga yang ada di Hunian Tetap Desa Sumber Mujur, Kecamatan Candipuro, tampak memantau aktivitas Gunung Semeru yang mengeluarkan awan panas. Meskipun tertutup awan, terlihat jelas kepulan awan panas meluncur ke arah Besuk Kobokan. 

Untuk mengetahui informasi selengkapnya sudah bergabung dengan Jurnalis KompasTV, Abdul Rohman.

#breakingnews #erupsi #gunungsemeru


Sahabat Kompas TV Jawa Timur jangan lupa like, comment, dan subscribe channel YouTube Kompas TV Jawa Timur, juga aktifkan lonceng notifikasi agar tidak ketinggalan update mengenai isu-isu terkini di Indonesia.

Jangan lewatkan live streaming Kompas TV 24 jam non stop di https://www.kompas.tv/live.",https://i.ytimg.com/vi/5jifjdOj0xg/default.jpg,"gapopo mbledos o wes wong kono mateni wong perkoro pasir kok gapopo lek mbledos lak pasir metu akeh to? urusan mburi kenek mbledose semeru yo?? || Ya allah semoga semua dlm lindungan  alllah swt || beberapa jam tadi nglihat tayangan wawancara kompastv dengan surono, vulkanolog mantan kepala pvmbg, yg menjelaskan berdasar kiriman data yg beliau terima dari masyarakat, bahwa ini adalah letusan, bukan guguran awan panas sebagaimana biasanya terjadi di semeru yg memang sulit diprediksi.......... kalo letusan mestinya ada tanda2 pendahulu sebelum meletus, dan berdasar tanda2 pendahulu itulah petugas menetapkan status peningkatan aktivitas, secara bertahap berdasar dinamika yg terjadi, tetapi kali ini nampaknya peningkatan statusnya diberikan setelah letusan terjadi, inilah yg membuat mbah rono heran, apa yang sebenarnya terjadi sebelum letusan, kenapa tidak ada penetapan peringatan peningkatan status yg diberikan, apakh terjadi begitu saja atau gimana??"
9sYlGfq6EKw,Gunung Semeru Meletus Dahsyat - Semburkan Abu Vulkanik Setinggi 2.000 Meter🌋#bacawarta #gunungsemeru,2025-11-19T14:00:28Z,Baca Warta,,1460,1035,,Sports,735,12,0,PT50S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,"Gunung Semeru di Lumajang mengalami erupsi dahsyat pada Rabu sore (19/11/2025), pukul 16.00 WIB.

 Laporan Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) menyebutkan, tinggi kolom letusan Gunung Semeru kali ini teramati mencapai 2.000 meter di atas puncak, atau sekitar 5.676 meter di atas permukaan laut.

Kolom abu erupsi Gunung Semeru teramati berwarna kelabu dengan intensitas tebal ke arah utara dan barat laut. Saat laporan ini dibuat, erupsi masih berlangsung.

Petugas Pos Pantau Gunung Semeru Mukdas Sofian mengimbau warga dan wisatawan yang berada di sekitar Gunung Semeru untuk tidak melakukan aktivitas apapun di sektor tenggara di sepanjang Besuk Kobokan, sejauh 8 km dari puncak (pusat erupsi).

""Di luar jarak tersebut, masyarakat tidak melakukan aktivitas pada jarak 500 meter dari tepi sungai (sempadan sungai) di sepanjang Besuk Kobokan karena berpotensi terlanda perluasan awan panas dan aliran lahar hingga jarak 13 km dari puncak,"" katanya.

Warga juga diimbau tidak beraktivitas dalam radius 2,5 Km dari kawah/puncak Gunung Api Semeru karena rawan terhadap bahaya lontaran batu (pijar).

""Waspada potensi awan panas, guguran lava, dan lahar di sepanjang aliran sungai/lembah yang berhulu di puncak Gunung Api Semeru, terutama sepanjang Besuk Kobokan, Besuk Bang, Besuk Kembar, dan Besuk Sat serta potensi lahar pada sungai-sungai kecil yang merupakan anak sungai dari Besuk Kobokan,"" katanya lagi.

Sepanjang 2025, Gunung Semeru tercatat sudah meletus sebanyak 2.802 kali dan menjadi gunung paling aktif di Indonesia. Hingga hari ini, Rabu (19/11/2025), Gunung Semeru masih berstatus Waspada (Level II).

Aktivitas Gunung Semeru

Berdasarkan laporan PVMBG, menurut hasil pemantauan sepanjang Selasa (18/11/2025), pukul 00.00-24.00 WIB, Gunung Semeru di Lumajang mengalami sebanyak 156 kali gempa Letusan/Erupsi dengan amplitudo 10-22 mm, dan lama gempa 45-180 detik, lalu 26 kali gempa Guguran dengan amplitudo 2-5 mm dan lama gempa 36-130 detik, kemudian 9 kali gempa Hembusan dengan amplitudo 2-8 mm, dan lama gempa 39-67 detik.

Dalam periode pengamatan itu juga, Gunung Semeru mengalami 2 kali Harmonik dengan amplitudo 3-6 mm, dan lama gempa 249-274 detik, lalu 4 kali gempa Tektonik Jauh dengan amplitudo 8-30 mm, S-P 10-23 detik dan lama gempa 35-118 detik, kemudian 1 kali gempa Getaran Banjir dengan amplitudo 10 mm, dan lama gempa 3860 detik.
-------------------------
Sumber :
https://www.liputan6.com/regional/read/6215773/gunung-semeru-meletus-dahsyat-semburkan-abu-vulkanik-setinggi-2000-meter",https://i.ytimg.com/vi/9sYlGfq6EKw/default.jpg,
UrsCzm9HNrY,"Gunung Semeru Erupsi, Awan Panas Meluncur hingga Jembatan Gladak Perak",2025-11-19T14:01:02Z,SINDOnews,ID,2870000,97222,"berita SINDOnews, berita SINDOnewsTV, SINDOnews, SINDOnewsTV, OfficialSINDOnews, Official SINDOnews, SINDOnews live streaming, SINDOnewsTV Live Streaming, breakingnews, breaking news, berita terkini, youtube news, live news, berita terbaru, lives streaming, indonesia, news, viral terbaru, SINDOpagi, SINDOprime, SINDOSore, SINDOSiang, SINDOnews Morning, SINDOtoday, berita hari ini, berita viral",News & Politics,2746,30,1,PT43S,hd,2d,rectangular,FALSE,https://en.wikipedia.org/wiki/Society,,,"Gunung Semeru di Jawa Timur kembali mengalami erupsi besar pada Rabu (19/11/2025) sore, meluncurkan awan panas hingga 14 kilometer dan mencapai Jembatan Gladak Perak. 

Dampak erupsi memaksa penutupan total akses jembatan dan memicu evakuasi mandiri warga serta penambang pasir di area sekitar. PVMBG secara resmi menaikkan status Semeru dari Level II (Waspada) menjadi Level IV (Awas). 

BPBD mengimbau warga di sepanjang Besuk Kobokan untuk menjauhi zona bahaya, mengungsi ke lokasi aman, dan terus memantau informasi resmi.

Aktivitas vulkanik masih berlangsung dan potensi awan panas serta aliran lahar bisa terjadi sewaktu-waktu.

https://daerah.sindonews.com/read/1645963/174/gunung-semeru-meletus-dahsyat-sore-ini-muntahkan-awan-panas-sejauh-7-km-1763543494

#SINDONews #SINDONewscom #SINDNewsbeyondheadlines #SINDONewsTV #iNewsMediaGroup #Beritaviral #BeritaTerkini #gunungmeletus #semeru #jembatangladakperak #abuvulkanik",https://i.ytimg.com/vi/UrsCzm9HNrY/default.jpg,Awas nya bahaya
qJs16fol5cE,"GUNUNG SEMERU MELETUS DAHSYAT,  WARGA MENGUNGSI KE BALAI DESA",2025-11-19T13:55:15Z,UrbanCitypro,ID,1820,398,,News & Politics,106,0,0,PT1M48S,hd,2d,rectangular,FALSE,,,,"Erupsi besar kembali terjadi di Gunung Semeru, Lumajang, Jawa Timur, pada Rabu, 19 November. Luncuran awan panas mencapai 14 kilometer dan membuat warga Desa Supiturang serta beberapa wilayah di Kecamatan Pronojiwo mengungsi ke balai desa dan titik aman lainnya. Status gunung pun dinaikkan dari Level II menjadi Level III atau Siaga.

Simak update terkini dan tetap waspada bagi masyarakat di sekitar kawasan Gunung Semeru.

#GunungSemeru #ErupsiSemeru #Semeru #Lumajang #JawaTimur
#AwanPanas #ErupsiGunung #BPBD #BeritaTerkini #BreakingNews
#InfoBencana #Pronojiwo #Supiturang #SiagaSemeru #urbancity #urbancitypro #berita #beritaterkini",https://i.ytimg.com/vi/qJs16fol5cE/default.jpg,
